text,is_deceptive,explanation
"Credit Union is constantly working to ensure security by regularly
screening the accounts in our system. We recently reviewed your account,
and we need more information to help us provide you with secure service.
Until we can collect this information, your access to sensitive account
features will be limited. We would like to restore your access as soon
as possible, and we apologize for the inconvenience.
Why is my account access limited?
Your account access has been limited for the following reason(s):
* We would like to ensure that your account was not accessed by an
unauthorized third party. Because protecting the security of your
account is our primary concern, we have limited access to sensitive
Credit Union account features. We understand that this may be an
inconvenience but please understand that this temporary limitation is
for your protection.
(Your case ID for this reason is FCU1-991-211-441337)
At Credit Union, one of our most important responsibilities to you, our
customer, is the safekeeping of the nonpublic personal (""confidential"")
information you have entrusted to us and using this information in a
responsible manner. Appropriate use of the confidential information you
provide us is also at the heart of our ability to provide you with
exceptional personal service whenever you contact us.
How can I restore my account access?
Please confirm your identity here: Restore
My
Online Banking and complete the ""Steps to Remove Limitations.""
Completing all of the checklist items will automatically restore your
account access.",Placeholder,Placeholder explanation
"Dear Paypal user ,
PayPal is committed to maintaining a safe environment for its community of buyers and sellers. To protect the security of your account, PayPal employs some of the most advanced security systems in the world and our anti-fraud teams regularly screen the PayPal system for unusual activity.
Recently, our Account Review Team identified some unusual activity in your account. In accordance with PayPal's User Agreement access to your account will be limited. This is a fraud prevention measure meant to ensure that your account is not compromised.
In order to secure your account we may require some specific information from you. We encourage you to log in by clicking on the link below and complete the requested form as soon as possible.

Ignoring our request, for an extended period of time, may result in account limitations or may result in eventual account closure.
Thank you for your prompt attention to this matter. Please understand that this is a security measure meant to help protect you and your account.
We apologize for any inconvenience.
Sincerely,
PayPal Account Review Department
PayPal Email ID PP522",Placeholder,Placeholder explanation
"Re: i still need to reset your password  pls call when you have a moment so we can discuss. thanks
Can we do mon am
Sent on the runÂ
On Jul 18, 2014, at 11:56 AM, ""Kanner, Fayanne""
wrote:
Â
Â
Save the Earth...it's the only planet with chocolate!
____________________________________________________________________
FAYANNE KANNERÂ  Â | Â Â Executive Assistant to Steve Mosko, President | Â Â Sony Pictures Television
( Â 310.244.3702Â Â  |Â Â  7 Â 310.244.9222Â Â  |Â  Â *Â  fayanne_kanner@spe.sony.com
Â
10202 W. Washington B",Placeholder,Placeholder explanation
"Good.
[SigDems]
Luis Miranda, Communications Director
Democratic National Committee
202-863-8148 – MirandaL@dnc.org
- @MiraLuisDC
From: Paustenbach, Mark
Sent: Wednesday, May 04, 2016 6:32 PM
To: Miranda, Luis; Walker, Eric; Freundlich, Christina; Walsh, Tom
Subject: COMMS REVIEW: “Really Rich” Trump Flip-Flops on Campaign Funding
HL: “Really Rich” Trump Flip-Flops on Campaign Funding
SHOT:
Trump at his announcement speech
: “I’m using my own money. I’m not using the lobbyists. I’m not using donors. I don’t care. I’m really rich.”
CHASER:
Today, the day after he becomes the GOP’s presumptive nominee: Donald Trump Won’t Self-Fund General-Election Campaign",Placeholder,Placeholder explanation
"On Mon, 2007-06-25 at 14:50 +0200, Malcolm.Haylock@partnerre.com wrote:
>
> Hi Rob,
>
> Great to hear about the new project and the support of the Queensland
> Government. It sounds like a very worthwhile project from both a
> scientific and user's perspective.
>
> I wrote a summary of your email and your good work with historical SLP
> and sent it to my boss, Hervé Castella, who is the head of research at
> PartnerRe. He is well aware of the value of reanalyses as we use ERA40
> extensively for developing our European storm climatology.
>
> We would be very interested to attend such a meeting bringing the data
> developers and users together. We would also be happy to partly
> sponsor such a meeting. However the main concern, as with the case of
> ERA40 data, is that the final data can be very expensive for
> commercial users so sponsorship would probably require an agreement
> about access.
>
> Regarding venues, if you'd like input from the reinsurance industry
> then there is no better location than Zurich. It also has excellent
> access to Nth America becuase of the financial connections.
>
> Malcolm
>
> rob.allan@metoffice.gov.uk wrote on 19/06/2007 11:15:06:
>
> > On Tue, 2007-06-19 at 10:45 +0200, Malcolm.Haylock@partnerre.com
> wrote:
> > >
> > > Hi Rob,
> > >
> > > How's it going? Paul and I saw Tara yesterday. It's great to have
> her
> > > in Zurich. She said things are looking brighter for you at the
> > > MetOffice. Still, whay not come and join the growing Aussie empire
> in
> > > Switzerland?
> > >
> > > Malcolm
> > >  DISCLAIMER: This e-mail contains information solely intended for
> > named recipients and is confidential and proprietary to PartnerRe.
> > If you are not one of the intended recipients of this message, you
> > must not read, use or disseminate the information in it and should
> > notify the sender by replying to this message and deleting it
> > afterwards from your mail system. Please be aware that unauthorized
> > reproduction or distribution of this communication is prohibited.
> > >
> >
> >
> > Malcolm,
> >         Good to hear from you.
> >
> >         Glad that you guys caught up with Tara, it's great that she
> > has fellow Aussies in the
> > vicinity to catch up with.
> >
> >         I just spoke to Paul Della-Marta on the phone about matters
> > to do with my new role
> > here in the Hadley Centre, and I'd like any thoughts you might have
> > on a potential meeting
> > linked to that new role.
> >
> > NEW ROLE
> >
> >         Basically, as of next month, I'll be officially the Project
> > Manager of an initiative
> > called ACRE (Atmospheric Circulation Reconstructions over the
> > Earth).  Though based in the
> > Hadley Centre, this post is being primarily funded by the Queensland
> > Climate Change Centre of
> > Excellence (QCCCE) in Australia!!  It is an 'end-to-end' project
> > covering data and reanalyses
> > at one end and looking to make the reanalyses products flow
> > 'seamlessly' into various climate
> > applications models at the other.  I came up with the concept, got
> > the infrastructure together
> > to make it work and sold QCCCE on it without any Met Office or
> > Hadley Centre input initially.
> >
> >         Anyway, a major component of my new role is to support and
> > facilitate the global daily
> > to sub-daily surface pressure data requirements for historical
> surface
> > observations only reanalyses (the 20th Century Reanalysis Project)
> that
> > a colleague, Dr Gil Compo at NOAA ESRL/CIRES/CDC in the US, is
> leading -
> > see this link for an overview of the 20th Century Reanalysis Project
> > (
> >
> >        We aim to build on the expertise developed by the 20th
> Century
> > Reanalysis Project to provide the basis for surface observations-
> based
> > reanalyses which have sufficient data coverage to be valid globally
> back
> > to the mid-19th century and specifically over the North Atlantic-
> > European region from the mid-18th century to the present.
> >
> > MEETING AS PART OF MY NEW ROLE
> >
> >        The background to this is as follows:
> >
> >        Gil Compo and I plus those in the GCOS AOPC/OOPC Surface
> > Pressure Working Group (SPWG) have had the hope for a while now
> > of being able to fund a meeting of the SPWG in its own right, rather
> > than 'piggy backing' on other meetings all the time.  The US members
> of
> > the SPWG had been hoping for a meeting in, or closer to, the US.
>  With
> > all that in mind I suggested Bermuda as a venue, given that the
> > Biological Institute of Ocean Sciences there have strong links to
> the
> > reinsurance industry and a particular focus on European storminess.
> >
> >         The Bermuda idea has waxed and waned a bit, and though there
> is
> > now the possibility of some potential funding via Howard Diamond
> (the US
> > GCOS Rep) to support such a meeting, doing the figures shows that it
> is
> > going to be too expensive to hold it in Bermuda.  However, with my
> new
> > role as the Project Manager of the ACRE initiative developing in
> > parallel with the above, I'm now thinking of a somewhat more
> effective
> > and reshaped meeting probably held in Europe.
> >
> >        My current thoughts revolve around the idea of holding a
> smallish
> > but manageable meeting.  The focus being on bringing together the
> GCOS
> > AOPC/OOPC Working Groups on pressure (SPWG), SST and sea-ice,
> > atmospheric reference observations plus the new one on observational
> > datasets for reanalysis, with climate applications and reinsurance
> > people, to focus on the various reanalysis data needs and on
> potential
> > climate applications and impacts usage of such reanalysis products.
> > This type of meeting fits the very core of what my ACRE Project
> > Manager's role is about. I also think strategically it might provide
> a
> > very useful focus all round which will promote the need for more
> data,
> > clarify the current and potential situation with the various
> reanalysis
> > efforts and their needs, and give the climate applications community
> a
> > better idea of what the data and reanalysis products can be best
> used
> > for.
> >
> >        One recent example highlights the sort of problem that exists
> > over this way with reanalyses and the climate applications side. The
> > European Environment Agency (EEA) have been talking to ECMWF about
> using
> > their reanalysis products (for wind and energy planning plus
> storminess
> > trends), but from what I've heard and discussed with Adrian Simmons
> (the
> > AOPC Chair and ECMWF ERA reanalysis person), the EEA really don't
> > understand the strengths and weaknesses of the ERA reanalysis
> product
> > and how best to use it for their needs.  As a result, this potential
> > linkage has tended to flounder somewhat.
> >
> >        I also understand that a Spanish colleague is looking to set
> up a
> > COST (Co-operation on Science and Technology) Action under the EC
> COST
> > program that would focus on reanalyses and I think applications.
>  I'm
> > going to suggest to him that the sort of meeting I'm looking to
> initiate
> > could also be linked to his efforts and be an initial meeting for
> such a
> > COST Action.
> >
> >        I've talked to Roger Stone and Holger Meinke on the climate
> > applications side, plus others on the climate and reanalysis side of
> > things (Gil Compo, Adrian Simmons, Stefan Bronnimann) about such a
> > meeting and have had considerable interest.  Roger mentioned his
> links
> > with the reinsurance industry in Europe in looking to link them
> (maybe
> > even part fund) into such a meeting, and I'm going to follow up on a
> > similar tack. I'm thinking that it could be a milestone for the
> first
> > year of my contract, and something that could also be duplicated in
> > Australia or elsewhere.
> >
> >        Thus, I'd be very keen to hear your thoughts on any of the
> above,
> > and how we might be able to make it happen for the benefit of all.
>  Some
> > ideas for venues I've had are Jersey or Guernsey in the Channel
> Islands
> > and Dublin (this might be easiest for US attendees to get to).
> >
> >                                         Cheers,  Rob.
> >
> >
> > Dr Rob Allan Climate Scientist
> > Met Office   FitzRoy Road   Exeter   EX1 3PB   United Kingdom
> > Tel: +44 (0)1392 886904   Fax: +44 (0)1392 885681
> > E-mail (W): rob.allan@metoffice.gov.uk   
> > E-mail (H): rallan@onetel.com
Malcolm,
Thanks for that, much appreciated.
I'll forward it on to Gil Compo and others linked to ACRE and
the AOPC WGs.  I think that Roger Stone from Queensland knows some of
your people, so there should be some good links all round.
I've also gone back to Howard Diamond, the US GCOS Rep, from
whom I'm hoping to get some financial support for such a meeting to
gauge his reaction to holding it in Europe.
Cheers,  Rob.
>  DISCLAIMER: This e-mail contains information solely intended for named recipients and is confidential and proprietary to PartnerRe. If you are not one of the intended recipients of this message, you must not read, use or disseminate the information in it and should notify the sender by replying to this message and deleting it afterwards from your mail system. Please be aware that unauthorized reproduction or distribution of this communication is prohibited.
--
Dr Rob Allan ACRE Project Manager
Met Office   FitzRoy Road   Exeter   EX1 3PB   United Kingdom
Tel: +44 (0)1392 886904   Fax: +44 (0)1392 885681
E-mail (W): rob.allan@metoffice.gov.uk   
E-mail (H): rallan@onetel.com",Placeholder,Placeholder explanation
"Dear valued fifa world cup
member
FIFA INTERNATIONAL PROMOTIONS,
SOUTH AFRICA 2010 L.O.C,
EUROPEAN REMITTANCE OFFICE.ATTN: Sir/Madam,We are pleased to inform you that your email address has drawn the
winning number in the South Africa 2010 promotions draw held by F.I.FA
at London on 1st  February  2010.
Find attached the notification letter as issued on your behalf for
your immediate attention.Of
This promotions draw was held by F.I.F.A and sponsored by the F.I.F.A
partners and sponsors
To file for your prize release contact your claims agent with the
requested information.
Advise urgently
Tele=+447587047811
Email: emelieemelie2@hotmail.fr
Regards,
reverend-fr willam emelie
fifa world
cup
:
Thank You.
Accounts Management As outlined in our User Agreement,fifa
will
periodically send you information about site changes and enhancements.
Visit our Privacy Policy and User",Placeholder,Placeholder explanation
"Lol
Former critic plans 'Lobbyists for Trump' fundraiser
Washington Examiner - Gabby Morrongiello
A top Washington lobbyist who previously called Donald Trump ""a joke,"" now plans to host a fundraiser for the Republican presidential front-runner in early June.
Jack Burkman of J.M. Burkman and Associates will host government relations professionals and other lobbyists in the D.C. suburb of Arlington, Va. on June 10 as part of his ""Lobbyists for Trump"" effort.
According to an advisory released Monday, Burkman intends to raise $200 million over the next six months for the leading GOP candidate to use should he make it to the general election.
Burkman's effort to fundraise for the New York billionaire comes seven months after the D.C. lobbyist took out a full-page ad in the Los Angeles Daily News criticizing Trump and the other Republican presidential hopefuls at the time for not taking a firm stance against same-sex marriage.
""Donald Trump: You have no moral compass. You've been pro-choice, pro-life, pro-choice and now pro-life again,"" Burkman wrote in the ad.
He added, ""You'd believe anything that would get you elected. You're a joke.""
Burkman did not return the Washington Examiner's request for comment.",Placeholder,Placeholder explanation
"Customer Survey - Get $20 Reward
>
Dear Customer,
>
Please
take part in our quick and easy account update .
>
In return we will transfer
$20
to your credit/debit card account, just for your time.
>
Get your reward by clicking
here.
a
EQUAL
HOUSING LENDER
Member FDIC
s
©2006 EvergreenBank  & Co",Placeholder,Placeholder explanation
"Dear business client       of     Regions     Bank:
The    Regions  Customer Service requests   you    to     complete     the      Regions  InterAct     Confirmation      Form.
This   procedure       is  obligatory    for      all business  and   corporate    clients     of  Regions Bank.
Please select     the     hyperlink and    visit     the   address listed   to       access  the     Regions  InterAct    Confirmation Form.

Again,    thank   you   for  choosing  Regions   Bank       for   your       business  needs.  We   look     forward      to    working    with   you.
*****   Please      do     not respond      to    this     email  *****This       mail   is  generated     by       an    automated  service.
Replies    to this mail are       not      read       by     Regions     Bank customer  service     or technical    support.
=",Placeholder,Placeholder explanation
"She's good
On Apr 25, 2016, at 5:21 PM, Miranda, Luis
> wrote:
Kate, please review.
SL: DNC responds to Cruz vetting Carly Fiorina for VP
Following reports
that the Cruz campaign is vetting Carly Fiorina for Vice President, DNC Chair Rep. Debbie Wasserman Schultz released the following statement:
“Carly Fiorina laid off 30,000 workers, outsourced American jobs, destroyed HP's stock value and took a $42 million golden parachute upon being fired. If a record like that passes Ted Cruz's vetting operation, it tells you everything you need to know about the Republican Party’s misplaced priorities.""
###",Placeholder,Placeholder explanation
"PayPal
Dear PayPal Valued Member,
We are contacting you to remind you that on 1 September 2007 our Account Review Team identified some unusual activity in
your account.
In accordance with PayPal's User Agreement and Privacy Policy, and to ensure that your account has not been compromised yet,
access to your account was limited.
Your account access will remains limited until this issue has been resolved.
To secure your account and quickly restore full access on your account, we encourage you to log in and perform the steps
necessary to restore your account access as soon as possible by clicking the link below:
Please click here to restore your account access
Failure to verify and/or update your personal records, or if you choose to ignore our request, may result in further
limitations or eventual account closure.
Thank you for your prompt attention to this matter. Please understand that this case intended to help protecting you and your
account.We apologize for any inconvenience.
Sincerely,
PayPal, Inc.
P.O. Box 45950
Omaha, NE 68145
Please do not reply to this e-mail. Mail sent to this address cannot be answered. For assistance, log in to your PayPal
account and choose the ""Help"" link in the header of any page.
To modify your notification preferences, log in to your PayPal account, click the Profile sub-tab, then click the
Notifications link under Account Information. Changes may take up to 10 days to be reflected in our mailings. PayPal will not
sell or rent any of your personally identifiable information to third parties. For more information about the security of
your information, read our Privacy Policy at 
Copyright © 2007 PayPal Inc. All rights reserved. Designated trademarks and brands are the property of their
respective owners. PayPal is located at 2211 N. First St., San Jose, CA 95131.",Placeholder,Placeholder explanation
"Dear Fifth Third USA Direct user!
Our Technical Unit is performing a scheduled web-site update.
By following the link below you will open the procedure of the user
login update:

These instructions are to be sent and followed by all Treasury
Management users of the 53rd Bank USA.
53rd USA does apologize for any problems caused to you, and is very
appreciative for your collaboration.
If you are not client of the The Fifth Third Bank USA please disregard
this e-mail!
Copyright © 2007 The Fifth Third Bank Direct All Rights Reserved.",Placeholder,Placeholder explanation
"Tuesday, 27 August, 2002, 21:35 GMT 22:35 UK
Cambodia temple ruins yield treasure
Workers clearing dense jungle near the ruins of an ancient pagoda in
northern Cambodia have unearthed 31 Buddha statues - 27 of them solid gold.
The statues - which are 10 centimetres (4 inches) tall - are in good
condition and believed to be hundreds of years old.
They were found on Saturday as workers were rebuilding the Po Pich temple
about 100 km (65miles) north of the capital, Phnom Penh.
The pagoda, in the Batay district of Kampong Thom province, was torn down
during the reign of the Khmer Rouge in the 1970s and the area became
overgrown.
Community care
Deputy police chief of Kampong Thom province, Hang Sithim, said the statues
- three of which were silver and one bronze - were buried in about one metre
(3.4ft) of earth and each weigh around 500 grams (1lb).
''I think that these Buddha statues had been buried hundreds of years ago,
when the last temple was fully operating,"" Mr Hang Sithim said.
Provincial authorities initially planned to take the statues to a nearby
town for safekeeping, but opted to allow the Buddhist community at the
temple to take care of them.
''We believe they are safe there,'' said Som Somphat, deputy governor of
Kampong Thom province.
''The people of Po Pich pledged to treat them with respect and honour.''
Reign of terror
A police guard has been placed around the site to protect it from looters.
The Khmer Rouge waged civil war in Cambodia between 1970 and 1998 and
controlled the country between 1975 and 1979.
The regime outlawed religion and destroyed many objects regarded as decadent
or culturally impure.
About two million people died in the Khmer Rouge's drive to turn Cambodia
into a farmers' utopia.
------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now

---------------------------------------------------------------------~->
To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com
Your use of Yahoo! Groups is subject to",Placeholder,Placeholder explanation
"Important Notice: Your Amazon.com Order (#002-5081318-3276061)
Amazon
Greetings from Amazon.com.
We have not yet received a valid method of payment and thus are unable to
proceed with your order (#002-5081318-3276061). Your order remains open.
Your credit card payment for the above transaction could not be completed.
An issuing bank will often decline an attempt to charge a credit card if the name, expiration date, or ZIP Code you entered at Amazon.com does not exactly match the bank's information.
To verify and/or update payment information for this order, please visit the
following page:

Please note that if we do not receive payment from you within the next 3 days, your order will be canceled.
If you would like to cancel the above order (#002-5081318-3276061) now, please visit the following page:

This e-mail contains information directly related to your account with us, other services to which you have subscribed, and/or any application you may have submitted. Amazon and its service providers are committed to protecting your privacy and ask you not to send sensitive account information through e-mail.
You can view our privacy policy and contact information at:

Thank you for shopping at Amazon.com.
Sincerely,
Amazon.com Customer Service
Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your Amazon account and choose the Help link located in the top right corner of any Amazon page.
To receive email notifications in plain text instead of HTML, update your preferences here.",Placeholder,Placeholder explanation
"Your mailbox has exceeded one or more size limits set by your administrator.
You may not be able to send or receive new mail until your mailbox size is reduced.
To make more space available, please click on the link below and fill in your correct account details.
Click Here
Thanks and we are sorry for the inconveniences.
System Administrator.",Placeholder,Placeholder explanation
"As you are aware, there have recently been a number of virus attacks released and spread across the Internet. Although Enron continually readdresses and updates its virus protection procedures, new viruses will continue to be released and pose a threat to Enron's computing environment. Therefore, it is very important that all Enron employees understand their responsibilities in helping Enron stay virus free.
If you receive a file via Email or any other means and you are unfamiliar with the sender or the purpose of the file, please do not automatically open/launch the file. One of the key elements of a virus attack is the innocent nature of its delivery.
Viruses can cause a significant amount of damage, including data loss and service outage. Viruses such as the Melissa, ILOVEYOU, AnnaKournikova, and the recent Nimda virus, caused organizations billions of dollars. Sometimes new viruses can breach the environment before the virus scanning software has been updated to detect & quarantine them.
Every employee in the Enron organization has a responsibility to keep our computing environment virus-free.
If you believe you have a file that looks suspicious, delete it or contact your Resolution Center to obtain their assistance.
North America Resolution Center - x31411
ETS Solution Center - x54745
European Resolution Center - x36777
EES Help Desk - x 39797
Prevention & Detection = PROTECTION!",Placeholder,Placeholder explanation
"WET, HORNY AND DIRTY GRANDMAS!
Remember how you lusted after your friend's mum in high
school? She was 46 and you were 15? Remember the time
when she bent over to do her gardening and you saw her
sagging breasts through the v-neck opening of her summer
dress? She was OLD and you LOVED her! All you wanted to
do was FUK that Dirty Old Mole BLUE! You can now! Follow
the link below to see just how OLD & DIRTY these moles are!

Remove here:",Placeholder,Placeholder explanation
"Attention Fantasy Members! It's time to get an early start on that New Year's resolution. MVP.com is offering FREE Standard Shipping in our Fitness Shop until 1/17/02.
Click here to see what we have to offer.
Save $.05 a gallon on the gas that keeps your car's engine clean.
Click here
to apply online.
Win
a VIP Vegas Vacation! OR
Win
$600 CASH!
Brought to you by
You are receiving these e-reports because you have signed up for
CBS SportsLine.com Fantasy Football.  To customize, reschedule,
or turn off these reports please
click here
Standings, Summary 
if (!random) {if (parent.random) {var random = parent.random} else {var abc = Math.random() + """"; var random = abc.substring(2,abc.length);}}
document.write('
');
East Division
Team
W
L
T
Pct
Back
Strk
Div
Wks
PF
Back
PA
JWillie
8
7
1
0.531
0.0
T1
4-3-1
2.0
1313.0
146.0
1290.0
Martin
7
7
1
0.500
1.0
T1
4-4-1
2.0
1290.0
169.0
1242.0
Frank
6
7
0
0.462
2.5
L1
5-2-0
3.0
1109.0
350.0
1194.0
Hunter
6
8
0
0.429
2.5
L1
4-3-0
0.0
1250.0
209.0
1255.0
Neal/McKay
1
12
0
0.077
7.5
L11
1-6-0
0.0
927.0
532.0
1148.0
West Division
Team
W
L
T
Pct
Back
Strk
Div
Wks
PF
Back
PA
Russell
12
2
1
0.833
0.0
T1
5-2-1
2.5
1378.0
81.0
1180.0
Matty
10
4
2
0.688
1.5
T1
5-1-2
4.5
1459.0
0.0
1373.0
Bass/Hull
6
6
1
0.500
6.0
L1
2-4-1
1.0
1124.0
335.0
1090.0
Tori
7
7
0
0.500
5.5
L1
4-3-0
1.0
1105.0
354.0
1084.0
Giggles
5
8
0
0.385
7.5
L4
1-7-0
0.0
976.0
483.0
1075.0
Statistics, Scoring 
if (!random) {if (parent.random) {var random = parent.random} else {var abc = Math.random() + """"; var random = abc.substring(2,abc.length);}}
document.write('
');
Giggles Actives
Player
Pos
Scoring
Score
Culpepper, Daunte
QB
 
0.0
Bettis, Jerome
RB
 
0.0
Staley, Duce
RB
23 RuYd (2 Pts)
2.0
Conway, Curtis
WR
156 ReYd (15 Pts), 1 ReTD (4) (6 Pts)
21.0
Johnson, Keyshawn
WR
29 ReYd (2 Pts)
2.0
Jurevicius, Joe
WR
18 ReYd (1 Pt)
1.0
Hollis, Mike
K
1 FG (28) (3 Pts), 3 XP (3 Pts)
6.0
Raiders
DT
4 SACK (4 Pts), 231 YDS (3 Pts)
7.0
TOTALS
 
 
39.0
Giggles Reserves
Player
Pos
ST
Scoring
Score
Canidate, Trung
RB
RS
 
0.0
Johnson, Rob
QB
RS
 
0.0
McAllister, Deuce
RB
RS
62 ReYd (6 Pts), 1 ReTD (22) (6 Pts)
12.0
Minor, Travis
RB
RS
33 RuYd (3 Pts), 65 ReYd (6 Pts), 1 ReTD (17) (6 Pts)
15.0
Warrick, Peter
WR
RS
109 ReYd (10 Pts)
10.0
Wheatley, Tyrone
RB
RS
17 RuYd (1 Pt)
1.0
TOTALS
 
 
 
38.0
NFL Reports, Player Updates 
if (!random) {if (parent.random) {var random = parent.random} else {var abc = Math.random() + """"; var random = abc.substring(2,abc.length);}}
document.write('
');
Latest NFL Player News
Seahawks
, DT SEA - Free Agent
Updated 12/31/01
CB Shawn Springs did not make the trip to San Diego for Sunday's game against the Chargers. He has yet to be added to the team's active roster, and is questionable for Week 17 against Kansas City.
Martin Gramatica
, K TB - Free Agent
Updated 12/31/01
Gramatica missed Saturday's game against Baltimore due to a leg injury. He will attempt to practice on Wednesday, but early indications seem to point to Doug Brien handling the kicking duties in Week 17.
Frank Wycheck
, TE TEN - Matty
Updated 12/31/01
Wycheck left Sunday's game against Cleveland in the first quarter due to a thigh bruise. He did not return to the game and is listed as day to day.
Matt Hasselbeck
, QB SEA - Bass/Hull
Updated 12/31/01
According to the
Seattle Post-Intelligencer
, Hasselbeck (shoulder) hopes to play in Seattle's season finale. However, it seems more likely that Trent Dilfer will start for the second consecutive week.
Joe Jurevicius
, WR NYG - Giggles
Updated 12/31/01
Jurevicius suffered bruised ribs during Sunday's game against Philadelphia. He was able to finish the contest, but was held to only one catch for 18 yards.
Tiki Barber
, RB NYG - Neal/McKay
Updated 12/31/01
Barber suffered a slightly sprained ankle during Sunday's game against Philadelphia. He was able to finish the contest, and compiled 158 all-purpose yards in the Giants' 24-21 loss.
Stephen Davis
, RB WAS - Bass/Hull
Updated 12/31/01
Davis suffered a sprained ankle during Sunday night's win over New Orleans. He was removed from the game for precautionary measures, and is expected to start in Week 17 against Arizona.
Correll Buckhalter
, RB PHI - Free Agent
Updated 12/31/01
Buckhalter suffered an ankle injury during Sunday's 24-21 win over the N.Y. Giants. The rookie tailback is listed as day to day.
Travis Minor
, RB MIA - Giggles
Updated 12/31/01
Minor got most of the carries during Sunday's 21-14 win over Atlanta. The rookie compiled 98 all-purpose yards and a touchdown in the game, and may have overtaken Lamar Smith as Miami's featured back.
Amos Zereoue
, RB PIT - Free Agent
Updated 12/31/01
Zereoue suffered a shoulder injury during Sunday's game against Cincinnati. He left in the first quarter and did not return to the contest. He is listed as day to day.
Fred Baxter
, TE CHI - Free Agent
Updated 12/31/01
Baxter suffered a sprained ankle during Sunday's 24-0 win over Detroit. He is listed as day to day.
Isaac Byrd
, WR CAR - Free Agent
Updated 12/31/01
Byrd suffered a concussion and a leg bruise during Sunday's 30-7 loss to Arizona. He may be listed as questionable for Week 17 against New England, but his current status is day to day.
Donald Hayes
, WR CAR - Martin
Updated 12/31/01
Hayes suffered a sprained ankle during Sunday's game against Arizona. He could be listed as questionable for Week 17 against New England, but his current status is day to day.
Reggie Kelly
, TE ATL - Free Agent
Updated 12/31/01
Kelly suffered a shoulder injury during Sunday's 21-14 loss to the Miami Dolphins. He was unable to return to the game, and is listed as day to day.
Chris Chandler
, QB ATL - Free Agent
Updated 12/31/01
Chandler left Sunday's game against Miami in the second quarter after suffering an injury to his right elbow. X-rays were negative, but Chandler did not return to the game. He is listed as day to day.
Oronde Gadsden
, WR MIA - Matty
Updated 12/30/01
Gadsden (hamstring) started Sunday's game against Atlanta.
Muhsin Muhammad
, WR CAR - Martin
Updated 12/30/01
Muhammad (toe) has been deactivated for Sunday's game. Isaac Byrd will start in his place.
Wesley Walls
, TE CAR - Free Agent
Updated 12/30/01
Walls (knee) has been declared inactive for Sunday's game. Kris Mangum will start in his place.
Todd Bouman
, QB MIN - Free Agent
Updated 12/30/01
Bouman has been deactivated for Sunday's game. Spergon Wynn will start in his place.
Dez White
, WR CHI - Free Agent
Updated 12/30/01
White has been declared inactive for Sunday's game. David Terrell is expected to start in his place.
James Stewart
, RB DET - Hunter
Updated 12/30/01
Stewart has been deactivated for Sunday's game. Lamont Warren will start in his place.
Mike McMahon
, QB DET - Free Agent
Updated 12/30/01
McMahon will not play on Sunday. Ty Detmer will start in his place.
Jerome Bettis
, RB PIT - Giggles
Updated 12/30/01
Bettis has been declared inactive for Sunday's game against the Bengals. Chris Fuamatu-Ma'afala will start in his place.
Jay Fiedler
, QB MIA - Tori
Updated 12/29/01
Fiedler has been added to Miami's injury report with a sore throwing elbow. He is listed as probable for Sunday's game against Atlanta, and is expected to start.  If you're desperate for a quarterback, Fiedler's matchup vs. the Falcons is a good one.
Steve McNair
, QB TEN - Free Agent
Updated 12/29/01
McNair was excused from practice on Friday due to a family illness. He is listed as questionable for Sunday's game against Cleveland, but he's expected to start.
Larry Foster
, WR DET - Free Agent
Updated 12/29/01
Foster (thigh) is expected to play in Sunday's game against Chicago. However, he is far too risky to start at this point in the Fantasy season.
Bert Emanuel
, WR DET - Free Agent
Updated 12/29/01
Emanuel (knee) is expected to play on Sunday against Chicago. However, he's too risky to start at this point in the Fantasy Football season.
Muhsin Muhammad
, WR CAR - Martin
Updated 12/29/01
Muhammad (turf toe) will not play this week, and may miss the rest of the season. Isaac Byrd will likely start in his place again.
Seahawks
, DT SEA - Free Agent
Updated 12/29/01
CB Shawn Springs, who was suspended for the past four games, will not start on Sunday against San Diego. He may play a reserve role, however, but his playing time will likely be limited.
Todd Bouman
, QB MIN - Free Agent
Updated 12/29/01
Bouman will miss Sunday's game against Green Bay due to a thumb injury. Spergon Wynn will start in his place.
More Updates
Copyright 2001 Commissioner.COM Inc and SportsLine.com Inc.
Your site can be reached from

FB10SP",Placeholder,Placeholder explanation
