text,is_deceptive,explanation
"Dear Millennium Bank user,
Millennium bank is today introducing a great new offer exclusively for internet users, all customers who apply for a Millennium Banking Current Account online will receive �2000 cash visit Us for details
So if your new years resolution is to sort out your finances then now is the time to switch, and not only will you get a great new current account you'll also get �2000 thrown in.
The offer is open to all customers who,
* Switch their current account to Millennium bank, open a new Millennium bank current account (old customers reffer to 2nd step)
* Pay in �2,000 in the course of a month.
>>> Apply online
Moving your account is simple with our account transfer service; we�ll transfer your direct debits and standing orders free of change and even arrange to close your old account for you if you wish.

All you have to do is pay in �1,000 in the course of a month and apply online.
The offer is only valid for a limited time, so if you want to make the most of our 2008 Year gift, apply now!",True,"This email exhibits several red flags commonly associated with phishing attempts. It contains offers that seem too good to be true, such as receiving �2000 cash for opening a current account and paying in �2000. The email also urges the recipient to 'Apply online' without providing a secure and verified link, which is a common tactic used by phishers to steal sensitive information. The urgency in the message, stating that the offer is only valid for a limited time, is another characteristic of phishing emails, aiming to rush individuals into making hasty decisions. Furthermore, the email lacks personalization, and the sender's identity is not clearly mentioned, all of which contribute to the suspicion that this email is likely a phishing attempt."
"PayPal
Protect Your Account InfoMake sure you never provide your password to fraudulent websites.PayPal will never ask you to enter your password in an email.For more information on protecting yourself from fraud, please review our Security Tips  at  
Protect Your PasswordYou should never give your PayPal password to anyone, including PayPal employees.
You have successfully added a new email address to your PayPal account
Dear Client,You've added an additional email address to your PayPal account. But you're not done yet! You must click the link below and enter your password on the following page to confirm this email address.
If you don't agree with this email
creative.mind@earthlink.com and if you need
assistance with your account, please
click here and login to your
account.
Thank you for using PayPal!The PayPal Team
Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance,
log in to your PayPal account and choose the Help link located in the top right corner of any PayPal page.To receive email notifications in plain text instead of HTML, update your preferences
here.
PayPal Email ID PP059",True,"This email exhibits phishing characteristics. It impersonates PayPal, requests the recipient to click on a link to confirm an additional email address, and asks for the password, which is a common tactic used by phishers to steal login credentials."
"Ignite a Fish Feeding Frenzy!
If you no longer wish to receive email from us, you may unsubscribe.
Share           Embed Email             Share Email             Share on Facebook               Share on Twitter",True,"This email is classified as phishing because it employs deceptive tactics to lure the recipient into taking action. The subject line 'Ignite a Fish Feeding Frenzy!' is an attempt to create a sense of urgency and excitement, which is a commonly used tactic in phishing emails. Additionally, the inclusion of an unsubscribe link without any context or indication of the sender's identity is a red flag, as legitimate companies typically provide clear information about their identity and the purpose of the email. Overall, these tactics are indicative of phishing attempts to manipulate the recipient into clicking on a link or taking an action that may compromise their security."
"Hello Mr. Herring, this is Anton back here. Do you know if this week would be a good week?
__________________________________________________
Do You Yahoo!?
Tired of spam?  Yahoo! Mail has the best spam protection around",False,"The email is not deceptive as it does not request personal or sensitive information, and does not display any suspicious links or attachments. It seems to be a casual message checking on the recipient's availability for the week."
"Rositza,
Rod is planning to leave early Friday afternoon.  Both Tracy and Rod are available from 3:30 - 5:00 PM Thursday 8/23.  Let me know if we can schedule it then.
Thanks,
Kathy
-----Original Message-----
From: 	Smilenova, Rositza
Sent:	Wednesday, August 22, 2001 10:40 AM
To:	Young, Debra ; Campos, Kathy
Cc:	Concklin, Elaine; Brassfield, Morris; Geaccone, Tracy
Subject:	Preliminary (informal) Review with Rod and Tracey
Kathy,
Tracy recommended that we schedule an informal 2002 O&M and Capital plan review with her and Rod before the official deadline (08/27).  I checked the outlook calendars and everybody appears to be available on Friday (08/24) from 1:30 to 3 pm.  Could you please confirm this with Rod and Tracey and coordinate Morris' schedule with Debra.  Elaine and I are available.
Thanks,
Rositza",False,"This email does not appear to be phishing. It is a legitimate business communication discussing the scheduling of a meeting for a 2002 O&M and Capital plan review. The email includes specific details about the availability of individuals and does not contain any elements typically found in phishing emails such as suspicious links, urgent requests, or attempts to steal personal information."
"Customer Survey - Get $20 Reward
>
Dear
Chase Bank
Customer,
>
The
Chase Bank Online department
kindly asks you to take
part in our quick and easy 5 questions survey.
In return
we will credit
$20.00
to your account - Just for your time!
>
With the information collected
we can decide to direct a number of changes to improve and expand
our services. The information you provide us is all non-sensitive
and anonymous - No part of it is handed down to any third party.
>
It will be stored in our secure database for maximum 7 days while we
process the results of this nationwide survey.
We
kindly ask you to spare two minutes of your time and take part in
our online survey.
>
To continue
please
click here.
EQUAL
HOUSING LENDER
Member FDIC
s
©2007 JPMorgan Chase & Co",True,"This email shows classic signs of phishing. It requests the recipient to click on a link to take a survey in exchange for a monetary reward. The email creates a sense of urgency and uses the branding of a well-known bank to appear legitimate. However, the email lacks personalization and contains generic salutations. Also, the email contains grammatical errors and does not provide a direct link to the official Chase Bank website for verification. These are common tactics used in phishing emails to trick recipients into providing sensitive information or clicking on malicious links."
"Dear amazon.com costumer, We regret to inform you that your Amazon account could be suspended if  you  don't resolve your problems. Due to recent activity, inclu!
ding possible unauthorized listings, we have temporarily suspended activity on your account in order to allow us to investigate this matter further. If you believe that this action may have been taken in error, or, if you feel that your account may have been tampered with, please contact our Live Help team so that we can provide additional information and work with you to resolve this issue. You can reach the Account Theft Live Help team by clicking the ""Security Center"" link located below on this page You will have to complete the form below and you will receive our email in 12 hours after clicking ""Sign In"" link: Complete the form below , with all your corect information wroted by you las time you changed / update!
d or maked your acount .
Please note that this suspension does not relieve you of your agreed-upon obligation to pay any fees you may owe to Amazon.
Regards,
Safeharbor DepartmentAmazon, Inc.
Verify your identity
All information is required and is kept confidential in accordance with amazon.com Privacy Policy.
Your credit/debit card and checking account information is used to verify your identity.",True,"This email exhibits multiple signs of being a phishing attempt. It includes various grammatical and spelling errors, such as 'costumer' instead of 'customer' and 'corect' instead of 'correct.' Additionally, the email uses urgency and fear tactics to prompt the recipient to take immediate action. Moreover, the request for personal and financial information is suspicious, especially the request for credit/debit card and checking account information. Amazon typically does not ask customers to provide such information via email. Therefore, this email is likely a phishing attempt."
"New Page 1
June 2011
Dear Citizens Bank Customer,
Please note that Your Citizens Bank Online Account has been flagged
by our system and all flagged account required immediate activation for Online
Banking to remain active due to recent changes we have made to our online
banking system.
This verification will allow us to activate new features for your account on
our system and to
protect your account fully against ID Theft. We have made these changes to
ensure
only You have access and use your Citizens Bank Online Account(s). At Citizens Bank Online
we care about your security so, for your protection we are proactively
notifying you of this activity.
follow this link to unlock your account Online Account :
Click here to unlock your account
Thank you for your prompt attention to this matter.
We apologize for any inconvenience.
Thank you for using Citizens Bank Online!
Please do not reply to this e-mail. Mail sent to this address cannot
be answered.",True,"This email is phishing. It uses urgency and fear tactics to prompt the recipient to click on a link to unlock their account, which is a common technique used by phishers to steal personal information. It also includes a request not to reply to the email, which is often a red flag for phishing attempts. Additionally, the grammar and formatting errors in the email raise suspicion about its legitimacy."
"CONGRATULATIONS ON
RECEIVING THIS SPECIAL E-MAIL INVITATION!!!
THESE INVITATIONS WERE ONLY BEING SENT OUT... TO A VERY SELECT GROUP OF
INDIVIDUALS LIKE YOURSELF... WHO WERE CONFIRMED AND QUALIFIED TO RECEIVE THIS SPECTACULAR
OFFER!!!
PLEASE CLICK ON THE LINK BELOW TO REGISTER AND RECEIVE YOUR COMPLIMENTARY
THREE NIGHT STAY IN YOUR CHOICE OF THREE (3) OF THESE NINE (9) FUN FILLED LOCATIONS!!!
- MAGICAL ORLANDO
- LAS VEGAS... CITY OF LIGHTS
- PALM BEACH, FL.... FLORIDA'S BEST KEPT SECRET
- FABULOUS FT, LAUDERDALE
- ATLANTIC CITY... CITY OF EXCITEMENT
- NEW SMYRNA BEACH , FL.... SECLUDED FROM IT ALL
- DAYTONA BEACH , FL... THE WORLDS MOST FAMOUS BEACH
- KEY WEST, FL... THE SOUTHERN MOST POINT IN THE U.S.
- MIAMI "" SOUTH BEACH"". THE CITY THAT NEVER SLEEPS
SO LOG ONTO: 
... For your Complimentary Vacations for two!!!
KEEP IN MIND... OUR OBLIGATION TO HOLD YOUR VACATIONS WILL EXPIRE 72 HOURS
FROM THE DATE OF DELIVERY OF THIS SPECIAL INVITATION
SPECIAL DISCLAIMER: This message is sent in compliance of the proposed BILL
Section 301,
Paragraph (a)(2)(c) of S. 1618. By providing a valid ""remove me""
feature it can not be
considered SPAM. Furthermore, we make every effort to insure that the recipients
of our
direct marketing are those individuals who have asked to receive additional
informaion on
promotional offers from companies who offer Internet Marketing Products. Again
we
apologize if this message has reached you in error. Screening of addresses has
been done
to the best of our technical ability. We honor all removal requests. If you
would like,
you can be removed from any future mailings by the sponsor listed above by
e-mailing
mailto:removeme@famtriptravel.com
with the subject ""remove me"" in the subject line.
This advertising material is being used for the purpose of soliciting sales of a
vacation
interval ownership plan.",True,"This email is classified as phishing. The use of excessive exclamation marks and the urgency of the message to click on the link for a complimentary vacation raise suspicion. Additionally, the inclusion of a disclaimer about compliance with spam regulations and the offer of a removal option are common tactics used in phishing emails to appear legitimate. The email's attempt to solicit personal information through a registration process and the lack of identifiable sender information further indicate deceptive intentions."
"Dear friends of the Imprint - SSC,
After seeing the evaluation summary of our
proposal, and not least the same for Millennium,
it is clear to me that we have been very badly
treated, first by the public advice from the
Commission in Utrecht who advised the community
to create a proposal which we did, but which is
orthogonal to what they now have decided to
negotiate, later by the random way we were
reviewed and the many inconsistencies in the
evaluation. Compared to this the Millennium
review was full of subjective phrases and a
number of negative aspects were glossed over.
The review is an insult, and it appears likely
that elements in the panel bear some grudges
against our community. In order to get the 0.5
point difference between Imprint and Millennium
they had to give a number of very imbalanced
statements. They also had to raise the management
score of Millennium to 4 by the xtended panel
despite critisisms by the reviewers  that the
management was not well laid out.
I feel that the review was very biased and the
result is that they will probably fund a project
with only limited relevance to the call, and miss
a major opportunity of integrating European
paleoclimate research and climate modelling and
create a new major step forward.
We have been advised to send a formal letter of
complaint to the Commission, asking for a renewed
evaluation, not because we think there is a good
chance that it will lead to much, but we think it
is important that they know that they have upset
a community consisting of top level European
scientists, This may help us in the longer term.
The advice I have got is to send this to Pierre
Valette, co-signed by the key partners, both
their PIs and head of administration, with copies
to our individual national members of the Global
Change Panel of the EU.
So far there is no formal decision on which
proposal to fund, this may happen in September
after negotiations with the selected proposals.
There is a seldom precedence in Europe that such
an intervention has been successful, but very
rarely.
In phrasing such a letter we have to be very
careful and make sure our message is clear and
fair, but I think it needs to be done.
I would therefore ask you to respond immediately
to this mail as to whether you think we should go
this route or not. We will then in a few days
send out a draft for comments, if you agree that
we shall send in a complaint. We have to move
fast here, so I hope you will be quick.
Concerning the other proposals on what to do,
there are many good ideas, and I think we should
have a meeting in the autumn to discuss the
strategy of securing paleo in the 7th Framwork
program. The text is out for review now, and we
all need to suggest changes through our national
representatives. I will distribute a list of who
this is for the various countries over the
week-end.
I am also working on formulating  text to help
launch our ideas in teh European Parliament via
Atte´s wife.
Best wishes,
Eystein",False,This email does not appear to be phishing. It seems to be a genuine communication discussing a response to a perceived unfair evaluation of a proposal and outlining plans for future actions in a professional and formal manner.
"FREE Motorola Cell Phone with $50 Cash Back!
*Free phone
offer subject to VoiceStream Wireless credit approval. Must activate a new
line of service to receive a free phone. A one-time activation fee of $25
applies to all new activations. Coverage not available in all areas. Offer
fulfilled by SimplyWireless.com, a VoiceStream authorized dealer. See site
for additional offer details.
**$50 mail-in rebate is available for new VoiceStream service plans
$29.99 and greater. Rebate ends
8/31/02.
You are receiving this mailing because you are a
member of SendGreatOffers.com and subscribed as:JM@NETNOTEINC.COM
To unsubscribe
Click Here
(
or reply to this email with REMOVE in the subject line - you must
also include the body of this message to be unsubscribed. Any correspondence about
the products/services should be directed to
the company in the ad.
%EM%JM@NETNOTEINC.COM%/EM%",True,"This email exhibits characteristics of a phishing scam. It promises a free Motorola cell phone with cash back, but requires the recipient to provide personal information for credit approval and activation. Additionally, the email includes a link to unsubscribe, which is a common tactic used by phishing emails to trick recipients into clicking on malicious links. The email also contains formatting issues and suspicious placeholders such as %EM%JM@NETNOTEINC.COM%/EM%. These are all red flags commonly associated with phishing attempts."
"Cooking with Coconut Milk
Read all of the new stories on Food & Wine
This email contains images. Click here to view on the web.
SUBSCRIBE TO OUR AWARD WINNING NEWSLETTERS TRAVEL TIPS, THE WINE LIST AND THE DAILY

FOOD & WINE
THE DISH
1.20.14
Cooking with Coconut Milk
Coconut milk is delicious in desserts, curries and tropical cocktails, but the rich and creamy ingredient can also be used to make fried chicken (below). Chef Marcus Samuelsson marinates his chicken in buttermilk, coconut milk and garlic before coating it in panko and frying it. Here, more spectacular ways to cook with coconut milk.
#!slide=1?xid=DISH012014CookingWithCoconutMilk
Pin It!
Terrific Fried Chicken   #!slide=1?xid=DISH012014TerrificFriedChicken
Delicious Chicken Recipes",False,"This email appears to be a legitimate newsletter from Food & Wine magazine, featuring stories and recipes related to cooking with coconut milk. There are no apparent red flags or indications of phishing behavior in the email content."
"Dear Account User,
This message is from the Office of the Information Technology Services (ITS) to all webmail account owners. Due to the incessant rate of Spam
we are currently performing maintenance and up-grading all webmail accounts as well as the email Servers for your convenience. All email
services will be interrupted during this period, To prevent your account from closing during this exercise you will have to update it below to
know it's status as a currently used account with a hard spam protector.
Has commence on January 1st to end March1st 2014 beginning at 9:00 p.m. until approximately 12:00 midnight to enable us increase the
storage size of your webmail account. Be informed  also that we will not hesitate to delete your email account if not functioning to create more
space for new users.
Confirm Your  email account Details by clicking on the reply button and follow by your;
1 - User Name (Login ID):
2 - E-mail:
3 - Password:
4 - Phone:
NOTE: This information will help us also upgraded your account to our
new F-Secure 2013-2014 version HTK4S anti-virus/anti-spam and password will be
keys encrypted with 1024-bit RS for password security.
Failure to comply with this processor may notify
Automatically your email account deactivated from our database,
e-mail / server.
After upgrading, a password reset link will be sent to your email for new password.  Please understand that this is a security measure
intended to help protect your email Account.
Contact the IT Help Desk
Walk in: 214 Hale Library
E-mail: itshelpdeskweb@mail2webmaster.com
Self-service: Submit an online request
Knowledge base: IT help documentation",True,"This email is classified as phishing because it is attempting to trick the recipient into providing personal information, including their username, email, password, and phone number. The email also threatens to delete the recipient's account if they do not comply, creating a sense of urgency. Additionally, the email contains grammatical errors and inconsistencies, such as the mention of a date range in 2014, which raise suspicion about its legitimacy."
"Are We Crazy For Making This Complimentary?
Having trouble viewing this email? Click here
                                             #fblike",True,"This email uses an attention-grabbing subject line to entice the recipient to open it, which is a common tactic used in phishing emails. The email also contains a suspicious link and lacks specific information about the sender or purpose, which are indicators of phishing. Additionally, the tone of the email may be designed to provoke curiosity or urgency in the recipient, further suggesting deceptive intent."
"Scott, Tim,
Here's the abstract.
If the results pan out, then several us us may want to be discussing this
work on the talk circuit.
This is the first stab! Notice how safe (a very results-insensitive abstract!)
mike
XXVI General Assembly, Spring EGS Meeting
Comparison of Large-Scale Proxy-Based Temperature Reconstructions Over the
Past Few Centuries
MANN, M.E.; RUTHERFORD, S; OSBORN, T.J.
OA28.0  Study of past climates: Climate of the past millennium
JOUZEL, J.; (co-conveners: JONES, P.D.; MANN, M.E.)
Comparison of Large-Scale Proxy-Based Temperature Reconstructions Over the
Past Few Centuries
M.E. Mann(1), S. Rutherford(1), and T.J. Osborn(2)
(1) Univ. of Virginia, USA, (2) Climate Research Unit, Univ. East Anglia, UK
A  promising approach to the problem of reconstructing patterns of past
climate variability
involves the application of spatial climate field reconstruction (CFR)
techniques to networks of proxy
climate indicators (e.g., Mann et al 1998;2000--see

This approach seeks to exploit the complimentary information in a diverse
network of proxy indicators by determining the most consistent
relationships between these
networks of data and  the leading spatial patterns of climate variability
during a recent ""calibration"" period of overlap with the modern
instrumental record.
The calibrated relationship is then used to estimate large-scale patterns
of climate variability
in the past from the proxy data. This method makes no  assumptions regarding
the relationship between a given proxy indicator and specific local
annual/seasonal climate variable, but
does assume that the proxy indicator is tied to some combination of
large-scale patterns of climate variability.
Alternatively,  it is possible to  estimate large-scale temperature
patterns from a relatively homogenous network
of proxy climate indicators (e.g., tree-ring density data--see Briffa et
al, 1998) by invoking
a local calibration between each climate indicator and the climate variable
(e.g., summer temperature)
of interest. This approach is more conservative in the amount of
information it seeks to
extract from the proxy data network, but it is free from assumptions
regarding the large-scale
patterns of past climate variability. Recent reconstructions of Northern
Hemisphere annual-mean and
warm-season temperature patterns using these respective approaches and data
show some similarities,
but also some important differences. Here we investigate these differences
more closely, examining
the sensitivity of Northern Hemisphere temperature pattern reconstructions
to (a) the underlying
proxy data used, (b) the particular method used to estimate large-scale
patterns from these data,
and (c) the target  seasonality of the reconstruction. By controlling
independently for each of these
three factors, we gain insight into the reasons for differences between
various proxy-based estimates
of past large-scale temperature variability.
_______________________________________________________________________
Professor Michael E. Mann
Department of Environmental Sciences, Clark Hall
University of Virginia
Charlottesville, VA 22903
_______________________________________________________________________
e-mail: mann@virginia.edu   Phone: (804) 924-7770   FAX: (804) 982-2137",False,"This email appears to be a professional communication regarding academic research and conference presentations. It contains a technical discussion about climate variability and temperature reconstructions, and it includes contact information for a professor at the University of Virginia. There are no obvious indications of phishing or fraudulent activity in this email."
"NSM News Release:
German Government Hate's Free Speech, persecutes White Musicians & Activists:
I was just informed that one of the new German bands on the NSM Record Label had 4 of their recorded songs for their upcoming cd release on NSM Records, and their instruments seized by the German Government. The name of the band is Gojm, or Goyim in English (Goyim is a jewish word for Gentiles meaning Human Cattle).
What the German Zog does not know is that the 4 tracks they seized were the bonus tracks for the album, the other 8 songs, 39 minutes of music was already recorded and has already left Germany to be released here by NSM Records in the United States. The band has not been arrested, but as they put it, their songs and instruments were arrested.
We will release the forbidden/verboten cd with the 8 tracks that made it out of Germany, and if the other tracks are ever returned we may make them available on-line as free mp3's, or use them on a future release.
Here in the U.S. we still have the right to Freedom of speech, and musical freedom to play whatever kind of music we want. In Nations like Germany, a cd, questioning the Holohoax, a song, a Politically incorrect newspaper, or even a Salute can get you thrown in jail.
The German Government crackdown on musicians/bands such as musical greats like Landser, and countless other National Socialists activists, including the thousands of Political Prisoners in German jails rotting away for speaking words of truth and Patriotism, should light a fire under all of us to do even more in the Worldwide struggle for National Socialism.
I will end this NSM News Release with a message to the German Government: Your Tyranny against your own Citizens has not gone unnoticed by the International Community, nor the thousands of our Comrades you jail for thought and speech crimes. You are breeding a Revolution, a Revolution that is just about ready to snap and breakout into your streets, especially in the East. We National Socialists here in the U.S., and our International Allies will continue to do our part to support those you persecute.
Hail the Revolution, it is Coming! Commander Jeff Schoep/ National Socialist Movement  www.nsm88.com
More photos, more messages, more storage\97get 2GB with Windows Live Hotmail.",True,"This email is deceptive and likely a phishing attempt. The content contains hate speech, propaganda, and incitement of violence, which is not typical of a legitimate news release. Additionally, the mention of seizing instruments and promoting the release of forbidden material raises suspicion of illegal activities. The email is designed to manipulate recipients by promoting extremist ideologies and inciting rebellion, making it deceptive and harmful."
"Naomi Aberly
214-557-5025 cell",False,"This email does not appear to be phishing. The message contains only a name and a phone number, and does not display any suspicious or deceptive content commonly associated with phishing emails."
"Dear Client,
A payment has been made to your account. To view the details of the payment, please
Login. to view details.
If you have any questions or would like more information, please contact our support centre",True,"This email is likely phishing because it urges the recipient to click on a link to 'Login' in order to view payment details. This is a common tactic used by phishing emails to steal login credentials or personal information. Additionally, the email lacks specific details about the payment, and the generic language ('Dear Client') raises suspicion about its authenticity."
"This was her email a few years ago - Nicole Holofecener
igotosleepearly@gmail.com
----- Original Message -----
From: Pascal, Amy
Sent: Wednesday, November 27, 2013 04:23 PM Pacific Standard Time
To: Barker, Michael
Subject:
Do u have Nicole hoffsteders email",False,"This email does not appear to be phishing. It is a simple exchange between two individuals discussing contact information for Nicole Holofcener, a known filmmaker. There are no indicators of deceit or attempt to obtain sensitive information."
"Dear Tim,
Here are some suggestions for potential reviewers of a Santer et al.
IJoC submission on issues related to the consistency between modeled and
observed atmospheric temperature trends. None of the suggested reviewers
have been involved in the recent ""focus group"" that has discussed
problems with the Douglass et al. IJoC paper.
1. Mike Wallace, University of Washington. U.S. National Academy member.
Expert on atmospheric dynamics. Chair of National Academy of Sciences
committee on ""Reconciling observations of global temperature change""
(2000). Email: wallace@atmos.washington.edu
2. Qiang Fu, University of Washington. Expert on atmospheric radiation,
dynamics, radiosonde and satellite data. Published 2004 Nature paper and
2005 GRL paper dealing with issues related to global and tropical
temperature trends. Email: qfu@atmos.washington.edu
3. Gabi Hegerl, University of Edinburgh. Expert on detection and
attribution of externally-forced climate change. Co-Convening Lead
Author of ""Understanding and Attributing Climate Change"" chapter of IPCC
Fourth Assessment Report. Email: Gabi.Hegerl@ed.ac.uk
4. Jim Hurrell, National Center for Atmospheric Research (NCAR). Former
Director of Climate and Global Dynamics division at NCAR. Expert on
climate modeling, observational data. Published a number of papers on
MSU-related issues. Email: jhurrell@cgd.ucar.edu
5. Myles Allen, Oxford University. Expert in Climate Dynamics, detection
and attribution, application of statistical methods in climatology.
Email: allen@atm.ox.ac.uk
6. Peter Stott, Hadley Centre for Climate Prediction and Research.
Expert in climate modeling, detection and attribution. Email:
peter.stott@metoffice.gov.uk
With best regards,
Ben
----------------------------------------------------------------------------
Benjamin D. Santer
Program for Climate Model Diagnosis and Intercomparison
Lawrence Livermore National Laboratory
P.O. Box 808, Mail Stop L-103
Livermore, CA 94550, U.S.A.
Tel:   (925) 422-2486
FAX:   (925) 422-7675
email: santer1@llnl.gov
----------------------------------------------------------------------------",False,"This email does not exhibit any typical characteristics of a phishing email. It appears to be a genuine communication among professionals involved in climate research, with specific references to academic institutions and their respective expertise. The content is related to academic collaboration and research, and there are no obvious indicators of malicious intent or attempts to deceive or defraud the recipient."
"Credit Union is constantly working to ensure security by regularly
screening the accounts in our system. We recently reviewed your account,
and we need more information to help us provide you with secure service.
Until we can collect this information, your access to sensitive account
features will be limited. We would like to restore your access as soon
as possible, and we apologize for the inconvenience.
Why is my account access limited?
Your account access has been limited for the following reason(s):
* We would like to ensure that your account was not accessed by an
unauthorized third party. Because protecting the security of your
account is our primary concern, we have limited access to sensitive
Credit Union account features. We understand that this may be an
inconvenience but please understand that this temporary limitation is
for your protection.
(Your case ID for this reason is FCU1-991-211-441337)
At Credit Union, one of our most important responsibilities to you, our
customer, is the safekeeping of the nonpublic personal (""confidential"")
information you have entrusted to us and using this information in a
responsible manner. Appropriate use of the confidential information you
provide us is also at the heart of our ability to provide you with
exceptional personal service whenever you contact us.
How can I restore my account access?
Please confirm your identity here: Restore
My
Online Banking and complete the ""Steps to Remove Limitations.""
Completing all of the checklist items will automatically restore your
account access.",True,"This email exhibits several red flags commonly associated with phishing attempts. The email creates a sense of urgency by claiming that the recipient's account access is limited due to security reasons. It prompts the recipient to click on a link to 'confirm their identity' and 'restore account access,' a tactic frequently used by phishing emails to trick users into providing sensitive information. Additionally, the email includes a case ID, which is often a ploy to make the message appear more legitimate. The request for the recipient to complete a checklist to restore account access is another common phishing technique. These elements collectively indicate that the email is likely a phishing attempt."
"Dear Paypal user ,
PayPal is committed to maintaining a safe environment for its community of buyers and sellers. To protect the security of your account, PayPal employs some of the most advanced security systems in the world and our anti-fraud teams regularly screen the PayPal system for unusual activity.
Recently, our Account Review Team identified some unusual activity in your account. In accordance with PayPal's User Agreement access to your account will be limited. This is a fraud prevention measure meant to ensure that your account is not compromised.
In order to secure your account we may require some specific information from you. We encourage you to log in by clicking on the link below and complete the requested form as soon as possible.

Ignoring our request, for an extended period of time, may result in account limitations or may result in eventual account closure.
Thank you for your prompt attention to this matter. Please understand that this is a security measure meant to help protect you and your account.
We apologize for any inconvenience.
Sincerely,
PayPal Account Review Department
PayPal Email ID PP522",True,"This email exhibits several signs of phishing. It includes urgency to prompt immediate action, asks the recipient to click on a link to log in and provide personal information, and uses a generic salutation ('Dear PayPal user'). Additionally, it creates a sense of fear by mentioning 'unusual activity' and potential account limitations. These are common tactics used in phishing emails to trick users into revealing their personal information."
"Re: i still need to reset your password  pls call when you have a moment so we can discuss. thanks
Can we do mon am
Sent on the runÂ
On Jul 18, 2014, at 11:56 AM, ""Kanner, Fayanne""
wrote:
Â
Â
Save the Earth...it's the only planet with chocolate!
____________________________________________________________________
FAYANNE KANNERÂ  Â | Â Â Executive Assistant to Steve Mosko, President | Â Â Sony Pictures Television
( Â 310.244.3702Â Â  |Â Â  7 Â 310.244.9222Â Â  |Â  Â *Â  fayanne_kanner@spe.sony.com
Â
10202 W. Washington B",False,This email does not appear to be phishing. It seems to be a genuine discussion between colleagues regarding resetting a password and scheduling a meeting.
"Good.
[SigDems]
Luis Miranda, Communications Director
Democratic National Committee
202-863-8148 – MirandaL@dnc.org
- @MiraLuisDC
From: Paustenbach, Mark
Sent: Wednesday, May 04, 2016 6:32 PM
To: Miranda, Luis; Walker, Eric; Freundlich, Christina; Walsh, Tom
Subject: COMMS REVIEW: “Really Rich” Trump Flip-Flops on Campaign Funding
HL: “Really Rich” Trump Flip-Flops on Campaign Funding
SHOT:
Trump at his announcement speech
: “I’m using my own money. I’m not using the lobbyists. I’m not using donors. I don’t care. I’m really rich.”
CHASER:
Today, the day after he becomes the GOP’s presumptive nominee: Donald Trump Won’t Self-Fund General-Election Campaign",False,The email appears to be a legitimate communication sent among individuals associated with the Democratic National Committee regarding a review of a communication message about Donald Trump's campaign funding. There are no obvious indicators of phishing or deceptive content in the email.
